timestamp,forecast_time,temperature,feels_like,temp_min,temp_max,pressure,humidity,weather_main,weather_description,cloud_coverage,wind_speed,wind_deg,visibility
2024-12-13T16:20:34.307188,2024-12-16 21:00:00,283.47,281.11,283.47,283.47,1017,21,Clear,clear sky,0,2.48,65,10000
2024-12-13T16:20:34.307188,2024-12-17 00:00:00,282.68,281.46,282.68,282.68,1016,21,Clear,clear sky,0,2.44,62,10000
2024-12-13T16:20:34.307188,2024-12-17 03:00:00,283.5,281.14,283.5,283.5,1018,21,Clear,clear sky,0,1.83,36,10000
2024-12-13T16:20:34.307188,2024-12-17 06:00:00,289.98,288.06,289.98,289.98,1018,13,Clear,clear sky,1,1.35,283,10000
2024-12-13T16:20:34.307188,2024-12-17 09:00:00,292.07,290.33,292.07,292.07,1016,12,Clouds,few clouds,11,2.62,289,10000
2024-12-13T16:20:34.307188,2024-12-17 12:00:00,287.26,285.27,287.26,287.26,1016,21,Clouds,scattered clouds,42,2.43,305,10000
2024-12-13T16:20:34.307188,2024-12-17 15:00:00,284.7,282.54,284.7,284.7,1018,24,Clear,clear sky,1,1.93,352,10000
2024-12-13T16:20:34.307188,2024-12-17 18:00:00,283.75,281.52,283.75,283.75,1019,25,Clear,clear sky,1,2.07,21,10000
2024-12-13T16:20:34.307188,2024-12-17 21:00:00,283.24,280.93,283.24,283.24,1019,24,Clouds,scattered clouds,26,1.69,7,10000
2024-12-13T16:20:34.307188,2024-12-18 00:00:00,283.28,280.92,283.28,283.28,1018,22,Clouds,broken clouds,62,1.77,344,10000
2024-12-13T16:20:34.307188,2024-12-18 03:00:00,284.19,281.87,284.19,284.19,1018,20,Clouds,overcast clouds,100,1.76,343,10000
2024-12-13T16:20:34.307188,2024-12-18 06:00:00,290.09,288.23,290.09,290.09,1017,15,Clouds,overcast clouds,100,2.63,308,10000
2024-12-13T16:20:34.307188,2024-12-18 09:00:00,292.0,290.33,292.0,292.0,1014,15,Clouds,overcast clouds,100,2.93,305,10000
2024-12-13T16:21:35.223763,2024-12-13 12:00:00,289.72,288.42,287.1,289.72,1017,38,Clouds,scattered clouds,39,3.78,312,10000
2024-12-13T16:21:35.223763,2024-12-13 15:00:00,288.17,286.59,285.06,288.17,1018,33,Clouds,broken clouds,59,3.58,341,10000
2024-12-13T16:21:35.223763,2024-12-13 18:00:00,285.61,283.64,283.55,285.61,1019,28,Clouds,broken clouds,71,2.51,351,10000
2024-12-13T16:21:35.223763,2024-12-13 21:00:00,282.61,281.31,282.61,282.61,1019,23,Clear,clear sky,5,2.53,349,10000
2024-12-13T16:21:35.223763,2024-12-14 00:00:00,281.79,280.66,281.79,281.79,1019,21,Clear,clear sky,3,2.11,341,10000
2024-12-13T16:21:35.223763,2024-12-14 03:00:00,282.53,281.35,282.53,282.53,1020,18,Clouds,few clouds,18,2.34,346,10000
2024-12-13T16:21:35.223763,2024-12-14 06:00:00,290.23,288.28,290.23,290.23,1019,11,Clouds,broken clouds,60,2.42,303,10000
2024-12-13T16:21:35.223763,2024-12-14 09:00:00,292.72,290.99,292.72,292.72,1017,10,Clouds,overcast clouds,95,2.91,316,10000
2024-12-13T16:21:35.223763,2024-12-14 12:00:00,287.85,285.79,287.85,287.85,1016,16,Clouds,overcast clouds,97,2.36,315,10000
2024-12-13T16:21:35.223763,2024-12-14 15:00:00,285.08,282.8,285.08,285.08,1018,18,Clouds,scattered clouds,30,2.14,346,10000
2024-12-13T16:21:35.223763,2024-12-14 18:00:00,284.5,282.16,284.5,284.5,1019,18,Clouds,broken clouds,58,1.73,357,10000
2024-12-13T16:21:35.223763,2024-12-14 21:00:00,284.09,281.68,284.09,284.09,1017,17,Clouds,overcast clouds,98,1.68,349,10000
2024-12-13T16:21:35.223763,2024-12-15 00:00:00,283.55,281.12,283.55,283.55,1017,18,Clouds,overcast clouds,99,1.66,347,10000
2024-12-13T16:21:35.223763,2024-12-15 03:00:00,284.98,282.74,284.98,284.98,1018,20,Clouds,overcast clouds,100,1.54,343,10000
2024-12-13T16:21:35.223763,2024-12-15 06:00:00,290.94,289.14,290.94,290.94,1019,14,Clouds,overcast clouds,100,0.94,211,10000
2024-12-13T16:21:35.223763,2024-12-15 09:00:00,293.2,291.6,293.2,293.2,1017,13,Clouds,broken clouds,78,1.47,213,10000
2024-12-13T16:21:35.223763,2024-12-15 12:00:00,287.69,285.77,287.69,287.69,1017,22,Clouds,broken clouds,56,1.15,169,10000
2024-12-13T16:21:35.223763,2024-12-15 15:00:00,285.64,283.55,285.64,285.64,1019,23,Clouds,overcast clouds,98,2.12,70,10000
2024-12-13T16:21:35.223763,2024-12-15 18:00:00,284.92,282.7,284.92,284.92,1019,21,Clouds,overcast clouds,88,2.57,59,10000
2024-12-13T16:21:35.223763,2024-12-15 21:00:00,284.34,282.09,284.34,284.34,1018,22,Clouds,overcast clouds,100,2.15,61,10000
2024-12-13T16:21:35.223763,2024-12-16 00:00:00,283.97,281.66,283.97,283.97,1017,21,Clouds,overcast clouds,100,1.53,34,10000
2024-12-13T16:21:35.223763,2024-12-16 03:00:00,284.62,282.37,284.62,284.62,1019,21,Clouds,overcast clouds,100,1.08,26,10000
2024-12-13T16:21:35.223763,2024-12-16 06:00:00,290.77,288.95,290.77,290.77,1019,14,Clouds,overcast clouds,100,1.31,221,10000
2024-12-13T16:21:35.223763,2024-12-16 09:00:00,292.94,291.26,292.94,292.94,1016,11,Clouds,scattered clouds,35,2.21,167,10000
2024-12-13T16:21:35.223763,2024-12-16 12:00:00,287.63,285.55,287.63,287.63,1015,16,Clouds,few clouds,17,1.29,178,10000
2024-12-13T16:21:35.223763,2024-12-16 15:00:00,285.41,283.24,285.41,285.41,1016,21,Clear,clear sky,0,2.42,66,10000
2024-12-13T16:21:35.223763,2024-12-16 18:00:00,284.48,282.19,284.48,284.48,1017,20,Clear,clear sky,0,2.86,67,10000
2024-12-13T16:21:35.223763,2024-12-16 21:00:00,283.47,281.11,283.47,283.47,1017,21,Clear,clear sky,0,2.48,65,10000
2024-12-13T16:21:35.223763,2024-12-17 00:00:00,282.68,281.46,282.68,282.68,1016,21,Clear,clear sky,0,2.44,62,10000
2024-12-13T16:21:35.223763,2024-12-17 03:00:00,283.5,281.14,283.5,283.5,1018,21,Clear,clear sky,0,1.83,36,10000
2024-12-13T16:21:35.223763,2024-12-17 06:00:00,289.98,288.06,289.98,289.98,1018,13,Clear,clear sky,1,1.35,283,10000
2024-12-13T16:21:35.223763,2024-12-17 09:00:00,292.07,290.33,292.07,292.07,1016,12,Clouds,few clouds,11,2.62,289,10000
2024-12-13T16:21:35.223763,2024-12-17 12:00:00,287.26,285.27,287.26,287.26,1016,21,Clouds,scattered clouds,42,2.43,305,10000
2024-12-13T16:21:35.223763,2024-12-17 15:00:00,284.7,282.54,284.7,284.7,1018,24,Clear,clear sky,1,1.93,352,10000
2024-12-13T16:21:35.223763,2024-12-17 18:00:00,283.75,281.52,283.75,283.75,1019,25,Clear,clear sky,1,2.07,21,10000
2024-12-13T16:21:35.223763,2024-12-17 21:00:00,283.24,280.93,283.24,283.24,1019,24,Clouds,scattered clouds,26,1.69,7,10000
2024-12-13T16:21:35.223763,2024-12-18 00:00:00,283.28,280.92,283.28,283.28,1018,22,Clouds,broken clouds,62,1.77,344,10000
2024-12-13T16:21:35.223763,2024-12-18 03:00:00,284.19,281.87,284.19,284.19,1018,20,Clouds,overcast clouds,100,1.76,343,10000
2024-12-13T16:21:35.223763,2024-12-18 06:00:00,290.09,288.23,290.09,290.09,1017,15,Clouds,overcast clouds,100,2.63,308,10000
2024-12-13T16:21:35.223763,2024-12-18 09:00:00,292.0,290.33,292.0,292.0,1014,15,Clouds,overcast clouds,100,2.93,305,10000
2024-12-13T16:25:31.927694,2024-12-13 12:00:00,289.16,287.81,287.1,289.16,1017,38,Clouds,scattered clouds,39,3.78,312,10000
2024-12-13T16:25:31.927694,2024-12-13 15:00:00,287.79,286.17,285.06,287.79,1018,33,Clouds,broken clouds,59,3.58,341,10000
2024-12-13T16:25:31.927694,2024-12-13 18:00:00,285.42,283.43,283.55,285.42,1019,28,Clouds,broken clouds,71,2.51,351,10000
2024-12-13T16:25:31.927694,2024-12-13 21:00:00,282.61,281.31,282.61,282.61,1019,23,Clear,clear sky,5,2.53,349,10000
2024-12-13T16:25:31.927694,2024-12-14 00:00:00,281.79,280.66,281.79,281.79,1019,21,Clear,clear sky,3,2.11,341,10000
2024-12-13T16:25:31.927694,2024-12-14 03:00:00,282.53,281.35,282.53,282.53,1020,18,Clouds,few clouds,18,2.34,346,10000
2024-12-13T16:25:31.927694,2024-12-14 06:00:00,290.23,288.28,290.23,290.23,1019,11,Clouds,broken clouds,60,2.42,303,10000
2024-12-13T16:25:31.927694,2024-12-14 09:00:00,292.72,290.99,292.72,292.72,1017,10,Clouds,overcast clouds,95,2.91,316,10000
2024-12-13T16:25:31.927694,2024-12-14 12:00:00,287.85,285.79,287.85,287.85,1016,16,Clouds,overcast clouds,97,2.36,315,10000
2024-12-13T16:25:31.927694,2024-12-14 15:00:00,285.08,282.8,285.08,285.08,1018,18,Clouds,scattered clouds,30,2.14,346,10000
2024-12-13T16:25:31.927694,2024-12-14 18:00:00,284.5,282.16,284.5,284.5,1019,18,Clouds,broken clouds,58,1.73,357,10000
2024-12-13T16:25:31.927694,2024-12-14 21:00:00,284.09,281.68,284.09,284.09,1017,17,Clouds,overcast clouds,98,1.68,349,10000
2024-12-13T16:25:31.927694,2024-12-15 00:00:00,283.55,281.12,283.55,283.55,1017,18,Clouds,overcast clouds,99,1.66,347,10000
2024-12-13T16:25:31.927694,2024-12-15 03:00:00,284.98,282.74,284.98,284.98,1018,20,Clouds,overcast clouds,100,1.54,343,10000
2024-12-13T16:25:31.927694,2024-12-15 06:00:00,290.94,289.14,290.94,290.94,1019,14,Clouds,overcast clouds,100,0.94,211,10000
2024-12-13T16:25:31.927694,2024-12-15 09:00:00,293.2,291.6,293.2,293.2,1017,13,Clouds,broken clouds,78,1.47,213,10000
2024-12-13T16:25:31.927694,2024-12-15 12:00:00,287.69,285.77,287.69,287.69,1017,22,Clouds,broken clouds,56,1.15,169,10000
2024-12-13T16:25:31.927694,2024-12-15 15:00:00,285.64,283.55,285.64,285.64,1019,23,Clouds,overcast clouds,98,2.12,70,10000
2024-12-13T16:25:31.927694,2024-12-15 18:00:00,284.92,282.7,284.92,284.92,1019,21,Clouds,overcast clouds,88,2.57,59,10000
2024-12-13T16:25:31.927694,2024-12-15 21:00:00,284.34,282.09,284.34,284.34,1018,22,Clouds,overcast clouds,100,2.15,61,10000
2024-12-13T16:25:31.927694,2024-12-16 00:00:00,283.97,281.66,283.97,283.97,1017,21,Clouds,overcast clouds,100,1.53,34,10000
2024-12-13T16:25:31.927694,2024-12-16 03:00:00,284.62,282.37,284.62,284.62,1019,21,Clouds,overcast clouds,100,1.08,26,10000
2024-12-13T16:25:31.927694,2024-12-16 06:00:00,290.77,288.95,290.77,290.77,1019,14,Clouds,overcast clouds,100,1.31,221,10000
2024-12-13T16:25:31.927694,2024-12-16 09:00:00,292.94,291.26,292.94,292.94,1016,11,Clouds,scattered clouds,35,2.21,167,10000
2024-12-13T16:25:31.927694,2024-12-16 12:00:00,287.63,285.55,287.63,287.63,1015,16,Clouds,few clouds,17,1.29,178,10000
2024-12-13T16:25:31.927694,2024-12-16 15:00:00,285.41,283.24,285.41,285.41,1016,21,Clear,clear sky,0,2.42,66,10000
2024-12-13T16:25:31.927694,2024-12-16 18:00:00,284.48,282.19,284.48,284.48,1017,20,Clear,clear sky,0,2.86,67,10000
2024-12-13T16:25:31.927694,2024-12-16 21:00:00,283.47,281.11,283.47,283.47,1017,21,Clear,clear sky,0,2.48,65,10000
2024-12-13T16:25:31.927694,2024-12-17 00:00:00,282.68,281.46,282.68,282.68,1016,21,Clear,clear sky,0,2.44,62,10000
2024-12-13T16:25:31.927694,2024-12-17 03:00:00,283.5,281.14,283.5,283.5,1018,21,Clear,clear sky,0,1.83,36,10000
2024-12-13T16:25:31.927694,2024-12-17 06:00:00,289.98,288.06,289.98,289.98,1018,13,Clear,clear sky,1,1.35,283,10000
2024-12-13T16:25:31.927694,2024-12-17 09:00:00,292.07,290.33,292.07,292.07,1016,12,Clouds,few clouds,11,2.62,289,10000
2024-12-13T16:25:31.927694,2024-12-17 12:00:00,287.26,285.27,287.26,287.26,1016,21,Clouds,scattered clouds,42,2.43,305,10000
2024-12-13T16:25:31.927694,2024-12-17 15:00:00,284.7,282.54,284.7,284.7,1018,24,Clear,clear sky,1,1.93,352,10000
2024-12-13T16:25:31.927694,2024-12-17 18:00:00,283.75,281.52,283.75,283.75,1019,25,Clear,clear sky,1,2.07,21,10000
2024-12-13T16:25:31.927694,2024-12-17 21:00:00,283.24,280.93,283.24,283.24,1019,24,Clouds,scattered clouds,26,1.69,7,10000
2024-12-13T16:25:31.927694,2024-12-18 00:00:00,283.28,280.92,283.28,283.28,1018,22,Clouds,broken clouds,62,1.77,344,10000
2024-12-13T16:25:31.927694,2024-12-18 03:00:00,284.19,281.87,284.19,284.19,1018,20,Clouds,overcast clouds,100,1.76,343,10000
2024-12-13T16:25:31.927694,2024-12-18 06:00:00,290.09,288.23,290.09,290.09,1017,15,Clouds,overcast clouds,100,2.63,308,10000
2024-12-13T16:25:31.927694,2024-12-18 09:00:00,292.0,290.33,292.0,292.0,1014,15,Clouds,overcast clouds,100,2.93,305,10000
2024-12-13T16:30:33.413218,2024-12-13 12:00:00,289.16,287.81,287.1,289.16,1017,38,Clouds,scattered clouds,39,3.78,312,10000
2024-12-13T16:30:33.413218,2024-12-13 15:00:00,287.79,286.17,285.06,287.79,1018,33,Clouds,broken clouds,59,3.58,341,10000
2024-12-13T16:30:33.413218,2024-12-13 18:00:00,285.42,283.43,283.55,285.42,1019,28,Clouds,broken clouds,71,2.51,351,10000
2024-12-13T16:30:33.413218,2024-12-13 21:00:00,282.61,281.31,282.61,282.61,1019,23,Clear,clear sky,5,2.53,349,10000
2024-12-13T16:30:33.413218,2024-12-14 00:00:00,281.79,280.66,281.79,281.79,1019,21,Clear,clear sky,3,2.11,341,10000
2024-12-13T16:30:33.413218,2024-12-14 03:00:00,282.53,281.35,282.53,282.53,1020,18,Clouds,few clouds,18,2.34,346,10000
2024-12-13T16:30:33.413218,2024-12-14 06:00:00,290.23,288.28,290.23,290.23,1019,11,Clouds,broken clouds,60,2.42,303,10000
2024-12-13T16:30:33.413218,2024-12-14 09:00:00,292.72,290.99,292.72,292.72,1017,10,Clouds,overcast clouds,95,2.91,316,10000
2024-12-13T16:30:33.413218,2024-12-14 12:00:00,287.85,285.79,287.85,287.85,1016,16,Clouds,overcast clouds,97,2.36,315,10000
2024-12-13T16:30:33.413218,2024-12-14 15:00:00,285.08,282.8,285.08,285.08,1018,18,Clouds,scattered clouds,30,2.14,346,10000
2024-12-13T16:30:33.413218,2024-12-14 18:00:00,284.5,282.16,284.5,284.5,1019,18,Clouds,broken clouds,58,1.73,357,10000
2024-12-13T16:30:33.413218,2024-12-14 21:00:00,284.09,281.68,284.09,284.09,1017,17,Clouds,overcast clouds,98,1.68,349,10000
2024-12-13T16:30:33.413218,2024-12-15 00:00:00,283.55,281.12,283.55,283.55,1017,18,Clouds,overcast clouds,99,1.66,347,10000
2024-12-13T16:30:33.413218,2024-12-15 03:00:00,284.98,282.74,284.98,284.98,1018,20,Clouds,overcast clouds,100,1.54,343,10000
2024-12-13T16:30:33.413218,2024-12-15 06:00:00,290.94,289.14,290.94,290.94,1019,14,Clouds,overcast clouds,100,0.94,211,10000
2024-12-13T16:30:33.413218,2024-12-15 09:00:00,293.2,291.6,293.2,293.2,1017,13,Clouds,broken clouds,78,1.47,213,10000
2024-12-13T16:30:33.413218,2024-12-15 12:00:00,287.69,285.77,287.69,287.69,1017,22,Clouds,broken clouds,56,1.15,169,10000
2024-12-13T16:30:33.413218,2024-12-15 15:00:00,285.64,283.55,285.64,285.64,1019,23,Clouds,overcast clouds,98,2.12,70,10000
2024-12-13T16:30:33.413218,2024-12-15 18:00:00,284.92,282.7,284.92,284.92,1019,21,Clouds,overcast clouds,88,2.57,59,10000
2024-12-13T16:30:33.413218,2024-12-15 21:00:00,284.34,282.09,284.34,284.34,1018,22,Clouds,overcast clouds,100,2.15,61,10000
2024-12-13T16:30:33.413218,2024-12-16 00:00:00,283.97,281.66,283.97,283.97,1017,21,Clouds,overcast clouds,100,1.53,34,10000
2024-12-13T16:30:33.413218,2024-12-16 03:00:00,284.62,282.37,284.62,284.62,1019,21,Clouds,overcast clouds,100,1.08,26,10000
2024-12-13T16:30:33.413218,2024-12-16 06:00:00,290.77,288.95,290.77,290.77,1019,14,Clouds,overcast clouds,100,1.31,221,10000
2024-12-13T16:30:33.413218,2024-12-16 09:00:00,292.94,291.26,292.94,292.94,1016,11,Clouds,scattered clouds,35,2.21,167,10000
2024-12-13T16:30:33.413218,2024-12-16 12:00:00,287.63,285.55,287.63,287.63,1015,16,Clouds,few clouds,17,1.29,178,10000
2024-12-13T16:30:33.413218,2024-12-16 15:00:00,285.41,283.24,285.41,285.41,1016,21,Clear,clear sky,0,2.42,66,10000
2024-12-13T16:30:33.413218,2024-12-16 18:00:00,284.48,282.19,284.48,284.48,1017,20,Clear,clear sky,0,2.86,67,10000
2024-12-13T16:30:33.413218,2024-12-16 21:00:00,283.47,281.11,283.47,283.47,1017,21,Clear,clear sky,0,2.48,65,10000
2024-12-13T16:30:33.413218,2024-12-17 00:00:00,282.68,281.46,282.68,282.68,1016,21,Clear,clear sky,0,2.44,62,10000
2024-12-13T16:30:33.413218,2024-12-17 03:00:00,283.5,281.14,283.5,283.5,1018,21,Clear,clear sky,0,1.83,36,10000
2024-12-13T16:30:33.413218,2024-12-17 06:00:00,289.98,288.06,289.98,289.98,1018,13,Clear,clear sky,1,1.35,283,10000
2024-12-13T16:30:33.413218,2024-12-17 09:00:00,292.07,290.33,292.07,292.07,1016,12,Clouds,few clouds,11,2.62,289,10000
2024-12-13T16:30:33.413218,2024-12-17 12:00:00,287.26,285.27,287.26,287.26,1016,21,Clouds,scattered clouds,42,2.43,305,10000
2024-12-13T16:30:33.413218,2024-12-17 15:00:00,284.7,282.54,284.7,284.7,1018,24,Clear,clear sky,1,1.93,352,10000
2024-12-13T16:30:33.413218,2024-12-17 18:00:00,283.75,281.52,283.75,283.75,1019,25,Clear,clear sky,1,2.07,21,10000
2024-12-13T16:30:33.413218,2024-12-17 21:00:00,283.24,280.93,283.24,283.24,1019,24,Clouds,scattered clouds,26,1.69,7,10000
2024-12-13T16:30:33.413218,2024-12-18 00:00:00,283.28,280.92,283.28,283.28,1018,22,Clouds,broken clouds,62,1.77,344,10000
2024-12-13T16:30:33.413218,2024-12-18 03:00:00,284.19,281.87,284.19,284.19,1018,20,Clouds,overcast clouds,100,1.76,343,10000
2024-12-13T16:30:33.413218,2024-12-18 06:00:00,290.09,288.23,290.09,290.09,1017,15,Clouds,overcast clouds,100,2.63,308,10000
2024-12-13T16:30:33.413218,2024-12-18 09:00:00,292.0,290.33,292.0,292.0,1014,15,Clouds,overcast clouds,100,2.93,305,10000
2024-12-13T18:23:03.354418,2024-12-13 15:00:00,287.03,285.39,284.98,287.03,1018,35,Clouds,broken clouds,62,3.51,340,10000
2024-12-13T18:23:03.354418,2024-12-13 18:00:00,285.09,283.1,283.61,285.09,1019,29,Clouds,broken clouds,60,2.55,351,10000
2024-12-13T18:23:03.354418,2024-12-13 21:00:00,282.71,281.38,282.71,282.71,1019,22,Clear,clear sky,1,2.6,346,10000
2024-12-13T18:23:03.354418,2024-12-14 00:00:00,281.93,280.77,281.93,281.93,1019,20,Clear,clear sky,1,2.18,345,10000
2024-12-13T18:23:03.354418,2024-12-14 03:00:00,282.71,281.54,282.71,282.71,1021,18,Clouds,scattered clouds,40,2.37,350,10000
2024-12-13T18:23:03.354418,2024-12-14 06:00:00,290.46,288.53,290.46,290.46,1020,11,Clouds,broken clouds,69,2.46,311,10000
2024-12-13T18:23:03.354418,2024-12-14 09:00:00,292.81,291.12,292.81,292.81,1017,11,Clouds,broken clouds,77,3.02,316,10000
2024-12-13T18:23:03.354418,2024-12-14 12:00:00,287.8,285.76,287.8,287.8,1017,17,Clouds,overcast clouds,89,2.28,312,10000
2024-12-13T18:23:03.354418,2024-12-14 15:00:00,285.3,283.04,285.3,285.3,1019,18,Clouds,scattered clouds,44,2.02,346,10000
2024-12-13T18:23:03.354418,2024-12-14 18:00:00,284.51,282.17,284.51,284.51,1019,18,Clouds,broken clouds,61,1.79,357,10000
2024-12-13T18:23:03.354418,2024-12-14 21:00:00,284.65,282.27,284.65,284.65,1018,16,Clouds,overcast clouds,100,1.73,344,10000
2024-12-13T18:23:03.354418,2024-12-15 00:00:00,284.14,281.71,284.14,284.14,1017,16,Clouds,overcast clouds,100,1.72,342,10000
2024-12-13T18:23:03.354418,2024-12-15 03:00:00,285.15,282.9,285.15,285.15,1018,19,Clouds,overcast clouds,100,1.6,349,10000
2024-12-13T18:23:03.354418,2024-12-15 06:00:00,290.73,288.94,290.73,290.73,1020,15,Clouds,overcast clouds,100,0.97,266,10000
2024-12-13T18:23:03.354418,2024-12-15 09:00:00,292.66,291.03,292.66,292.66,1017,14,Clouds,overcast clouds,100,1.35,202,10000
2024-12-13T18:23:03.354418,2024-12-15 12:00:00,287.38,285.35,287.38,287.38,1017,19,Clouds,overcast clouds,100,1.09,161,10000
2024-12-13T18:23:03.354418,2024-12-15 15:00:00,285.53,283.35,285.53,285.53,1019,20,Clouds,overcast clouds,100,2.26,65,10000
2024-12-13T18:23:03.354418,2024-12-15 18:00:00,284.59,282.36,284.59,284.59,1019,22,Clouds,broken clouds,69,2.47,53,10000
2024-12-13T18:23:03.354418,2024-12-15 21:00:00,284.37,282.1,284.37,284.37,1018,21,Clouds,overcast clouds,100,2.27,56,10000
2024-12-13T18:23:03.354418,2024-12-16 00:00:00,283.64,281.29,283.64,283.64,1018,21,Clouds,overcast clouds,100,1.53,6,10000
2024-12-13T18:23:03.354418,2024-12-16 03:00:00,284.42,282.15,284.42,284.42,1019,21,Clouds,overcast clouds,100,1.27,14,10000
2024-12-13T18:23:03.354418,2024-12-16 06:00:00,290.93,289.16,290.93,290.93,1019,15,Clouds,overcast clouds,99,1.38,244,10000
2024-12-13T18:23:03.354418,2024-12-16 09:00:00,293.07,291.43,293.07,293.07,1016,12,Clouds,few clouds,11,1.77,198,10000
2024-12-13T18:23:03.354418,2024-12-16 12:00:00,287.82,285.79,287.82,287.82,1015,17,Clear,clear sky,5,1.28,183,10000
2024-12-13T18:23:03.354418,2024-12-16 15:00:00,285.58,283.37,285.58,285.58,1017,19,Clear,clear sky,0,2.1,75,10000
2024-12-13T18:23:03.354418,2024-12-16 18:00:00,284.73,282.49,284.73,284.73,1017,21,Clear,clear sky,0,2.97,68,10000
2024-12-13T18:23:03.354418,2024-12-16 21:00:00,283.85,281.55,283.85,283.85,1017,22,Clear,clear sky,0,2.7,66,10000
2024-12-13T18:23:03.354418,2024-12-17 00:00:00,283.02,281.83,283.02,283.02,1016,22,Clear,clear sky,0,2.48,62,10000
2024-12-13T18:23:03.354418,2024-12-17 03:00:00,283.71,281.4,283.71,283.71,1017,22,Clear,clear sky,0,1.96,49,10000
2024-12-13T18:23:03.354418,2024-12-17 06:00:00,289.79,287.88,289.79,289.79,1018,14,Clouds,scattered clouds,37,0.87,268,10000
2024-12-13T18:23:03.354418,2024-12-17 09:00:00,291.8,290.03,291.8,291.8,1016,12,Clouds,overcast clouds,93,1.67,266,10000
2024-12-13T18:23:03.354418,2024-12-17 12:00:00,287.25,285.26,287.25,287.25,1016,21,Clouds,broken clouds,54,1.94,297,10000
