timestamp,latitude,longitude,air_quality_index,co,no,no2,o3,so2,pm2_5,pm10,nh3
2024-01-07T20:31:36,33.6844,73.0479,5,1228.33,0.75,20.56,153.06,9.42,118.62,131.98,7.85
2024-01-07T22:00:05,33.6844,73.0479,3,1054.76,0.05,31.53,25.03,3.87,33.78,44.21,15.45
2024-01-07T23:13:21,33.6844,73.0479,2,1014.71,1.52,25.7,79.39,19.31,14.58,16.52,3.93
2024-01-08T00:50:18,33.6844,73.0479,2,674.25,0.0,11.31,55.07,4.71,18.43,20.44,5.07
2024-01-08T01:49:56,33.6844,73.0479,4,947.95,1.58,21.25,177.38,8.82,53.18,64.19,10.01
2024-01-08T02:17:41,33.6844,73.0479,3,393.87,0.43,10.37,133.04,7.63,22.37,58.42,4.62
2024-01-08T05:15:47,33.6844,73.0479,5,1375.2,3.91,29.47,127.32,21.22,129.46,146.56,13.43
2024-01-08T08:37:27,33.6844,73.0479,5,3177.64,50.51,71.29,6.44,12.04,114.43,144.06,50.16
2024-01-08T11:23:59,33.6844,73.0479,3,2510.07,6.15,126.12,24.68,9.3,30.35,41.8,17.99
2024-01-08T11:33:01,33.6844,73.0479,2,1001.36,0.0,39.07,62.94,5.42,21.0,32.19,16.09
2024-01-08T14:16:54,33.6844,73.0479,2,1388.55,5.42,66.49,87.26,7.51,20.92,31.87,9.75
2024-01-08T15:40:58,33.6844,73.0479,3,1295.09,0.01,34.62,35.05,7.57,37.72,47.06,7.73
2024-01-08T16:00:27,33.6844,73.0479,5,2216.34,6.31,59.63,1.06,10.25,121.14,152.07,21.53
2024-01-08T19:11:25,33.6844,73.0479,3,1869.2,11.18,61.01,0.23,4.71,44.41,54.48,12.54
2024-01-09T00:29:20,33.6844,73.0479,4,527.38,1.01,7.8,151.63,14.07,24.68,30.1,7.98
2024-01-09T01:21:51,33.6844,73.0479,2,520.71,0.0,13.54,72.24,3.28,12.94,17.52,12.41
2024-01-09T01:43:58,33.6844,73.0479,2,1001.36,0.01,25.36,31.11,3.93,14.68,17.13,6.84
2024-01-09T01:54:28,33.6844,73.0479,5,2349.85,15.87,65.12,0.89,8.46,104.92,128.37,45.09
2024-01-09T02:38:26,33.6844,73.0479,2,667.57,0.0,5.44,86.55,7.09,8.3,8.83,3.39
2024-01-09T03:21:29,33.6844,73.0479,4,327.11,0.54,6.34,157.36,3.67,14.5,27.61,2.69
2024-01-09T03:48:50,33.6844,73.0479,5,3070.83,26.6,94.59,0.01,8.58,115.0,141.78,56.24
2024-01-09T05:48:00,33.6844,73.0479,2,440.6,0.0,9.6,90.12,2.86,9.84,12.89,8.11
2024-01-09T06:30:06,33.6844,73.0479,5,988.01,0.7,9.94,211.72,15.74,64.68,76.35,9.88
2024-01-09T07:44:33,33.6844,73.0479,4,881.2,3.24,21.08,141.62,10.73,59.6,71.91,36.98
2024-01-09T11:15:25,33.6844,73.0479,5,1482.01,4.36,45.93,277.52,12.52,44.5,53.21,20.01
2024-01-09T12:35:37,33.6844,73.0479,5,1815.8,0.04,47.98,24.68,5.72,116.31,143.29,31.66
2024-01-09T15:41:29,33.6844,73.0479,4,3898.62,37.55,120.64,0.0,9.66,69.45,78.1,24.57
2024-01-09T18:30:10,33.6844,73.0479,4,1428.6,0.66,52.78,14.66,11.21,51.17,70.33,49.14
2024-01-09T19:15:33,33.6844,73.0479,4,3364.56,38.89,123.38,62.23,13.59,52.12,65.24,25.84
2024-01-09T19:52:49,33.6844,73.0479,4,1588.82,9.16,61.01,73.67,10.49,52.56,63.28,20.01
2024-01-09T20:57:12,33.6844,73.0479,3,1361.85,1.96,51.41,48.64,9.54,32.05,37.22,12.92
2024-01-09T22:31:41,33.6844,73.0479,3,594.14,0.0,16.11,98.71,7.27,29.39,32.58,5.64
2024-01-10T02:24:59,33.6844,73.0479,2,587.46,0.0,16.28,70.81,5.42,16.27,20.67,23.56
2024-01-10T02:57:46,33.6844,73.0479,3,1121.52,3.21,26.05,131.61,16.21,43.11,49.52,11.91
2024-01-10T03:47:11,33.6844,73.0479,5,2189.64,4.41,68.55,2.84,6.2,135.28,169.29,55.22
2024-01-10T04:31:43,33.6844,73.0479,5,4486.08,49.17,130.24,0.0,18.12,109.59,140.37,50.66
2024-01-10T04:45:25,33.6844,73.0479,5,1668.93,0.0,26.05,34.69,4.17,158.73,186.53,14.19
2024-01-10T04:49:14,33.6844,73.0479,3,343.8,0.49,4.33,134.47,3.78,10.05,21.27,2.98
2024-01-10T05:10:41,33.6844,73.0479,3,2216.34,11.85,91.85,0.26,8.23,30.88,42.63,26.35
2024-01-10T05:54:41,33.6844,73.0479,3,534.06,0.0,12.0,111.58,11.92,31.51,32.45,3.55
2024-01-10T08:51:07,33.6844,73.0479,3,2803.8,12.18,138.46,11.8,9.42,42.6,53.99,19.76
2024-01-10T08:52:41,33.6844,73.0479,3,627.52,0.58,19.54,100.14,16.69,12.41,15.51,6.02
2024-01-10T09:08:04,33.6844,73.0479,4,3738.4,44.7,131.61,0.0,11.68,69.77,95.52,39.52
2024-01-10T10:32:17,33.6844,73.0479,4,781.06,0.09,11.14,124.45,6.74,51.17,53.52,5.83
2024-01-10T12:13:44,33.6844,73.0479,3,1094.82,0.0,33.59,37.55,4.71,26.4,37.41,39.01
2024-01-10T13:02:45,33.6844,73.0479,5,4592.9,36.66,161.77,0.0,16.69,78.26,88.52,33.44
2024-01-10T18:15:15,33.6844,73.0479,5,2136.23,2.49,59.63,4.78,13.59,139.69,170.47,34.45
2024-01-10T20:00:25,33.6844,73.0479,3,1148.22,0.1,44.55,85.83,13.11,30.77,32.92,8.36
2024-01-10T20:19:54,33.6844,73.0479,2,403.88,0.0,8.65,92.98,3.99,19.44,40.83,11.27
2024-01-10T22:31:58,33.6844,73.0479,5,2803.8,7.38,85.0,0.73,9.54,118.86,162.46,25.59
2024-01-11T00:07:23,33.6844,73.0479,3,821.11,0.0,16.79,51.5,1.7,39.68,56.95,8.11
2024-01-11T02:06:17,33.6844,73.0479,5,2910.61,25.48,90.48,0.02,8.58,101.41,124.52,53.7
2024-01-11T02:58:59,33.6844,73.0479,4,3898.62,71.53,108.3,0.0,13.83,64.56,84.19,59.28
2024-01-11T03:49:18,33.6844,73.0479,4,587.46,1.24,7.11,154.5,7.87,34.42,43.28,11.53
2024-01-11T04:51:37,33.6844,73.0479,5,1615.52,3.74,38.04,168.8,23.37,132.98,153.59,10.01
2024-01-11T04:53:02,33.6844,73.0479,5,1468.66,0.64,47.98,67.95,16.69,90.09,98.25,11.53
2024-01-11T06:07:01,33.6844,73.0479,3,1482.01,2.99,58.95,4.38,6.85,26.37,39.3,21.53
2024-01-11T06:58:36,33.6844,73.0479,5,447.27,0.89,7.63,197.41,15.74,20.56,33.91,3.45
2024-01-11T08:52:49,33.6844,73.0479,4,520.71,0.49,5.01,170.23,10.97,45.93,58.54,10.01
2024-01-11T09:22:37,33.6844,73.0479,5,3017.43,4.19,74.71,1.01,9.3,77.69,83.37,13.05
2024-01-11T10:32:46,33.6844,73.0479,3,867.84,1.54,30.16,110.15,11.44,49.56,74.55,7.54
2024-01-11T10:42:24,33.6844,73.0479,4,2136.23,26.82,57.58,13.95,5.31,54.96,87.47,16.21
2024-01-11T11:26:22,33.6844,73.0479,5,4539.49,35.32,164.51,0.0,12.52,135.18,161.15,30.4
2024-01-11T12:20:18,33.6844,73.0479,2,680.92,0.0,19.54,77.25,3.93,11.58,17.95,8.61
2024-01-11T15:23:52,33.6844,73.0479,3,607.49,1.41,14.57,135.9,12.4,11.28,13.9,7.41
2024-01-11T18:07:25,33.6844,73.0479,3,1295.09,5.53,37.36,104.43,19.31,32.87,36.04,6.33
2024-01-11T18:12:11,33.6844,73.0479,2,1522.06,19.22,47.98,11.0,8.34,20.68,29.45,25.33
2024-01-11T22:27:12,33.6844,73.0479,5,3471.37,48.73,95.96,0.0,9.78,109.76,138.24,55.73
2024-01-11T22:29:41,33.6844,73.0479,3,1602.17,0.06,52.78,27.18,5.96,29.66,34.79,9.37
2024-01-11T23:20:12,33.6844,73.0479,3,1482.01,14.75,38.04,51.5,9.78,44.86,55.79,29.89
2024-01-12T00:13:46,33.6844,73.0479,3,343.8,0.61,5.06,131.61,5.01,10.68,18.68,2.28
2024-01-12T02:20:25,33.6844,73.0479,2,1602.17,5.03,67.86,39.34,11.09,16.22,20.52,14.95
2024-01-12T04:16:07,33.6844,73.0479,4,2002.72,1.73,63.06,2.21,4.23,52.45,60.8,12.54
2024-01-12T04:36:19,33.6844,73.0479,3,1642.23,0.08,61.69,23.6,4.53,40.05,53.27,16.47
2024-01-12T06:18:51,33.6844,73.0479,4,2243.04,13.63,66.49,4.29,8.94,67.84,80.17,16.72
2024-01-12T09:57:34,33.6844,73.0479,3,1401.9,2.26,57.58,82.25,4.95,30.98,34.15,11.02
2024-01-12T10:12:32,33.6844,73.0479,5,2323.15,0.59,85.0,13.77,5.66,121.66,141.26,12.54
2024-01-12T11:09:08,33.6844,73.0479,3,1348.5,1.49,55.52,7.06,3.49,32.08,43.76,18.24
2024-01-12T13:46:18,33.6844,73.0479,5,627.52,0.8,10.8,200.27,16.45,38.58,43.04,6.97
2024-01-12T14:43:23,33.6844,73.0479,5,2109.53,0.22,47.3,14.13,4.65,168.54,200.65,17.73
2024-01-12T15:03:52,33.6844,73.0479,3,1388.55,1.08,52.78,17.17,10.13,38.34,46.49,5.07
2024-01-12T17:17:25,33.6844,73.0479,4,460.62,0.64,5.36,178.81,7.75,21.4,29.92,4.88
2024-01-12T19:46:09,33.6844,73.0479,3,907.9,0.0,19.88,51.5,5.01,49.77,61.3,11.65
2024-01-12T20:37:12,33.6844,73.0479,5,4539.49,60.8,102.82,0.0,11.56,166.94,211.48,26.6
2024-01-12T22:22:17,33.6844,73.0479,4,594.14,0.5,4.93,158.79,8.11,43.04,45.67,5.19
2024-01-13T01:09:05,33.6844,73.0479,2,807.76,0.0,11.65,48.64,4.89,12.28,13.8,4.12
2024-01-13T02:33:44,33.6844,73.0479,4,3044.13,16.99,119.27,0.0,12.04,64.18,72.28,45.09
2024-01-13T03:02:21,33.6844,73.0479,4,2162.93,9.83,50.72,0.49,5.25,55.84,66.29,16.21
2024-01-13T04:02:46,33.6844,73.0479,3,1682.28,25.48,35.64,0.03,4.83,32.37,41.29,23.31
2024-01-13T05:15:13,33.6844,73.0479,3,1054.76,6.93,27.42,95.84,10.01,45.88,56.89,24.07
2024-01-13T06:23:16,33.6844,73.0479,4,1655.58,13.41,48.67,39.7,15.02,52.02,64.57,10.89
2024-01-13T07:06:40,33.6844,73.0479,3,1028.06,0.1,26.73,18.24,3.22,33.58,45.25,16.72
2024-01-13T08:41:36,33.6844,73.0479,4,3017.43,23.69,100.08,0.0,8.46,52.27,62.28,33.44
2024-01-13T08:48:58,33.6844,73.0479,4,647.54,0.73,10.54,157.36,11.32,36.58,49.38,6.84
2024-01-13T10:22:06,33.6844,73.0479,5,3738.4,57.22,83.63,6.71,21.46,132.52,162.42,49.65
2024-01-13T10:42:25,33.6844,73.0479,3,1695.63,14.75,45.24,17.7,6.14,35.66,49.5,22.29
2024-01-13T13:28:47,33.6844,73.0479,5,1348.5,2.71,28.79,125.89,8.94,123.86,136.71,10.13
2024-01-13T13:29:31,33.6844,73.0479,4,654.22,0.48,6.43,164.51,10.01,48.39,59.96,6.84
2024-01-13T13:54:53,33.6844,73.0479,4,1295.09,1.75,44.55,165.94,9.89,53.81,67.91,13.68
2024-01-13T16:07:42,33.6844,73.0479,2,660.9,0.54,19.88,73.67,10.61,15.34,18.0,3.13
2024-01-13T18:47:15,33.6844,73.0479,5,2563.48,20.34,78.83,100.14,13.71,89.38,107.2,34.45
2024-01-13T19:01:06,33.6844,73.0479,4,2536.77,39.34,70.6,38.27,10.37,65.87,91.34,20.52
2024-01-13T20:52:14,33.6844,73.0479,1,1161.58,0.0,32.56,43.27,6.85,9.05,10.01,3.83
2024-01-13T23:37:09,33.6844,73.0479,5,680.92,0.73,14.39,234.6,29.09,39.13,60.69,5.95
2024-01-14T01:06:20,33.6844,73.0479,3,3231.05,22.13,117.9,0.02,13.11,49.98,72.84,30.4
2024-01-14T01:16:49,33.6844,73.0479,5,3097.53,27.72,101.45,0.14,11.68,87.75,106.3,33.44
2024-01-14T04:20:42,33.6844,73.0479,4,1735.69,14.31,53.47,82.97,28.61,68.87,83.37,9.88
2024-01-14T05:11:28,33.6844,73.0479,4,2296.45,2.96,76.77,5.19,5.66,71.57,86.7,11.4
2024-01-14T06:09:18,33.6844,73.0479,4,540.73,0.55,8.31,150.2,9.54,32.76,44.66,5.83
2024-01-14T07:28:29,33.6844,73.0479,5,4539.49,29.5,174.11,0.55,11.92,171.87,201.22,24.32
2024-01-14T10:30:40,33.6844,73.0479,3,1415.25,3.1,38.39,3.71,10.25,37.51,46.47,24.32
2024-01-14T11:50:55,33.6844,73.0479,5,3150.94,4.25,97.33,89.41,8.58,78.8,91.39,8.36
2024-01-14T13:04:47,33.6844,73.0479,5,1014.71,0.98,14.22,151.63,10.73,95.22,106.31,6.46
2024-01-14T13:18:30,33.6844,73.0479,4,907.9,2.91,21.94,114.44,5.78,50.27,63.69,8.11
2024-01-14T14:16:19,33.6844,73.0479,2,654.22,0.0,9.85,27.89,2.77,15.92,17.32,3.61
2024-01-14T15:05:32,33.6844,73.0479,4,660.9,2.49,16.45,140.19,21.22,27.83,32.83,10.13
2024-01-14T15:55:27,33.6844,73.0479,5,3524.78,19.67,106.93,0.02,13.95,133.29,156.78,57.76
2024-01-14T18:25:16,33.6844,73.0479,4,1401.9,0.36,40.44,25.03,6.08,58.13,68.57,13.68
2024-01-14T21:38:50,33.6844,73.0479,5,1014.71,1.31,12.51,194.55,20.98,68.21,80.28,9.25
2024-01-15T03:37:52,33.6844,73.0479,2,1001.36,0.0,40.44,40.41,4.23,17.91,29.85,13.17
2024-01-15T05:20:40,33.6844,73.0479,3,2349.85,16.32,95.96,0.01,7.99,32.7,46.21,40.53
2024-01-15T06:12:12,33.6844,73.0479,3,894.55,0.24,13.02,127.32,15.02,19.76,20.69,4.02
2024-01-15T07:03:56,33.6844,73.0479,4,1295.09,7.15,31.87,118.73,12.64,51.98,61.88,21.53
2024-01-15T10:21:38,33.6844,73.0479,5,674.25,0.95,7.8,183.11,6.26,53.44,61.72,20.27
2024-01-15T14:52:08,33.6844,73.0479,5,3631.59,14.19,153.54,0.63,16.21,137.0,167.05,31.66
2024-01-15T15:20:53,33.6844,73.0479,4,410.56,0.58,3.64,145.91,4.83,14.3,24.01,4.56
2024-01-15T20:14:39,33.6844,73.0479,2,1588.82,0.0,65.12,47.92,18.36,24.06,28.87,11.02
2024-01-15T20:59:21,33.6844,73.0479,3,1548.77,4.53,32.9,26.82,3.87,39.61,48.07,13.3
2024-01-16T03:38:59,33.6844,73.0479,2,1241.68,0.0,45.24,32.19,10.37,24.12,35.45,40.02
2024-01-16T05:27:15,33.6844,73.0479,3,2109.53,5.87,93.22,1.13,9.3,29.62,41.55,36.48
2024-01-16T05:59:31,33.6844,73.0479,5,3631.59,54.54,112.41,0.0,10.97,110.06,136.6,8.23
2024-01-16T06:01:05,33.6844,73.0479,2,907.9,0.0,30.5,55.79,4.41,20.51,34.26,24.57
2024-01-16T06:50:24,33.6844,73.0479,4,1976.01,11.62,65.12,59.37,14.66,56.15,66.62,21.79
2024-01-16T07:31:19,33.6844,73.0479,4,453.95,0.68,6.43,168.8,7.99,15.59,24.52,3.7
2024-01-16T07:55:37,33.6844,73.0479,3,707.63,0.0,6.0,97.27,4.11,35.01,36.38,4.62
2024-01-16T10:22:10,33.6844,73.0479,3,2376.56,24.36,77.46,0.01,12.64,37.1,45.65,13.55
2024-01-16T10:54:26,33.6844,73.0479,4,1121.52,0.0,33.93,51.5,7.63,58.35,79.49,28.12
2024-01-16T12:27:59,33.6844,73.0479,4,834.47,0.99,15.42,168.8,12.52,31.68,34.98,7.79
2024-01-16T15:12:47,33.6844,73.0479,3,2563.48,33.53,78.14,0.0,11.68,38.79,62.74,37.49
2024-01-16T16:00:01,33.6844,73.0479,5,2723.69,7.71,70.6,0.76,10.01,80.18,84.45,14.57
2024-01-16T17:27:25,33.6844,73.0479,4,423.91,0.85,10.45,173.09,7.51,11.89,20.21,3.48
2024-01-16T20:32:04,33.6844,73.0479,5,4432.68,76.0,138.46,0.0,15.97,93.02,115.42,45.6
2024-01-16T23:52:46,33.6844,73.0479,5,2323.15,5.7,74.71,1.4,9.89,129.28,162.01,55.73
2024-01-17T00:57:34,33.6844,73.0479,5,3791.81,56.33,74.71,0.0,6.38,136.02,185.29,15.2
2024-01-17T04:05:59,33.6844,73.0479,4,2510.07,18.33,93.22,1.24,9.18,60.69,76.23,43.06
2024-01-17T04:06:59,33.6844,73.0479,3,1949.31,26.82,54.15,38.62,8.58,43.9,57.7,28.37
